YEAR,MONTH,Ward_ID,IncidentsTotal_TP,Dark,Dawn,Daylight,Dusk,Inv_PED,Inv_CYC,Inv_AM,Inv_MC,Inv_TC,Speeding,Ag_Driv,Redlight,Alcohol,Disability,SeverityScore,IncidentsTotal_Geotab,AvgAcceleration,PercentOfVehicles,AvgMonthlyVolume,PercentCar,PercentMPV,PercentLDT,PercentMDT,PercentHDT,PercentOther,Daily_dif,Max_Temp,Min_Temp,Ave_Temp,Rain_vol,Snow_vol
2009,7,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,7,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,7,19,2,0,0,2,0,0,2,2,0,0,0,0,0,0,0,,0,,,,,,,,,,17.5,29.5,7,19.36451613,3.302150538,0
2009,7,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,7,20,10,2,0,8,0,2,4,10,0,0,0,4,4,0,0,,0,,,,,,,,,,17.5,29.5,7,19.36451613,3.302150538,0
2009,7,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,7,21,3,0,0,3,0,0,3,3,0,0,0,0,0,0,0,,0,,,,,,,,,,17.5,29.5,7,19.36451613,3.302150538,0
2009,7,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,7,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,7,23,6,6,0,0,0,6,0,6,0,0,6,6,6,0,0,,0,,,,,,,,,,17.5,29.5,7,19.36451613,3.302150538,0
2009,7,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,7,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,7,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,7,26,4,0,0,4,0,0,0,4,0,0,4,4,0,0,0,,0,,,,,,,,,,17.5,29.5,7,19.36451613,3.302150538,0
2009,7,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,7,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,7,28,10,10,0,0,0,7,3,10,0,0,0,7,0,0,0,,0,,,,,,,,,,17.5,29.5,7,19.36451613,3.302150538,0
2009,7,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,7,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,7,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,7,31,6,0,0,6,0,6,0,6,0,0,0,2,0,0,0,,0,,,,,,,,,,17.5,29.5,7,19.36451613,3.302150538,0
2009,7,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,7,32,9,0,0,9,0,5,0,9,4,0,0,4,0,0,0,0.0129,9,,,,,,,,,,17.5,29.5,7,19.36451613,3.302150538,0
2009,7,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,7,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,7,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,7,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,7,36,2,2,0,0,0,0,2,2,0,0,0,0,0,0,0,,0,,,,,,,,,,17.5,29.5,7,19.36451613,3.302150538,0
2009,7,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,7,37,5,5,0,0,0,3,0,5,0,0,2,5,0,0,0,,0,,,,,,,,,,17.5,29.5,7,19.36451613,3.302150538,0
2009,7,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,7,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,7,39,4,4,0,0,0,4,0,4,0,0,0,0,0,0,0,,0,,,,,,,,,,17.5,29.5,7,19.36451613,3.302150538,0
2009,7,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,7,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,7,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,7,42,3,3,0,0,0,0,0,3,3,0,3,3,0,0,0,,0,,,,,,,,,,17.5,29.5,7,19.36451613,3.302150538,0
2009,7,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,7,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,7,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,8,4,7,0,0,7,0,0,0,7,0,0,4,7,3,0,0,0.0088,9,,,,,,,,,,15.5,34.5,7,21.06290323,3.041935484,0
2009,8,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,8,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,8,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,8,7,3,3,0,0,0,3,0,3,0,0,0,0,0,0,0,,0,,,,,,,,,,15.5,34.5,7,21.06290323,3.041935484,0
2009,8,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,8,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,8,10,2,0,0,2,0,2,0,2,0,0,0,2,0,0,0,,0,,,,,,,,,,15.5,34.5,7,21.06290323,3.041935484,0
2009,8,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,8,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,8,12,5,0,0,5,0,2,0,5,0,0,0,2,0,0,0,,0,,,,,,,,,,15.5,34.5,7,21.06290323,3.041935484,0
2009,8,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,8,13,4,2,0,2,0,2,0,4,2,0,0,2,0,0,0,0.039,62,,,,,,,,,,15.5,34.5,7,21.06290323,3.041935484,0
2009,8,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,8,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,8,15,5,0,0,5,0,2,3,5,0,0,0,2,0,0,0,,0,,,,,,,,,,15.5,34.5,7,21.06290323,3.041935484,0
2009,8,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,8,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,8,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,8,18,5,0,0,5,0,2,0,5,0,0,0,2,0,0,0,,0,,,,,,,,,,15.5,34.5,7,21.06290323,3.041935484,0
2009,8,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,8,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,8,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,8,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,8,22,4,2,0,2,0,2,0,4,0,0,0,2,0,0,0,0.02,6,,,,,,,,,,15.5,34.5,7,21.06290323,3.041935484,0
2009,8,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,8,23,3,0,0,3,0,3,0,3,0,0,0,3,0,0,0,,0,,,,,,,,,,15.5,34.5,7,21.06290323,3.041935484,0
2009,8,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,8,24,2,0,0,2,0,2,0,2,0,0,0,2,0,0,0,,0,,,,,,,,,,15.5,34.5,7,21.06290323,3.041935484,0
2009,8,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,8,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,8,26,3,3,0,0,0,3,0,3,0,0,0,0,0,0,0,,0,,,,,,,,,,15.5,34.5,7,21.06290323,3.041935484,0
2009,8,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,8,27,5,2,0,3,0,2,0,5,0,0,0,0,0,0,0,,0,,,,,,,,,,15.5,34.5,7,21.06290323,3.041935484,0
2009,8,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,8,28,2,2,0,0,0,0,0,2,0,0,2,2,0,0,0,,0,,,,,,,,,,15.5,34.5,7,21.06290323,3.041935484,0
2009,8,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,8,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,8,30,3,0,0,3,0,3,0,3,0,0,0,0,0,0,0,,0,,,,,,,,,,15.5,34.5,7,21.06290323,3.041935484,0
2009,8,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,8,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,8,32,4,3,0,1,0,0,0,4,0,0,1,4,0,1,0,,0,,,,,,,,,,15.5,34.5,7,21.06290323,3.041935484,0
2009,8,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,8,33,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0.0298,9,,,,,,,,,,15.5,34.5,7,21.06290323,3.041935484,0
2009,8,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,8,34,4,0,0,4,0,0,0,4,0,0,0,0,0,0,0,,0,,,,,,,,,,15.5,34.5,7,21.06290323,3.041935484,0
2009,8,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,8,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,8,36,2,0,0,2,0,2,0,2,0,0,0,0,0,0,0,,0,,,,,,,,,,15.5,34.5,7,21.06290323,3.041935484,0
2009,8,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,8,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,8,38,2,0,0,2,0,0,0,2,0,0,0,0,0,0,0,,0,,,,,,,,,,15.5,34.5,7,21.06290323,3.041935484,0
2009,8,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,8,39,4,2,0,2,0,2,0,4,0,0,0,4,0,0,0,,0,,,,,,,,,,15.5,34.5,7,21.06290323,3.041935484,0
2009,8,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,8,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,8,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,8,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,8,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,8,44,16,6,0,10,0,0,2,16,5,0,0,14,10,0,2,,0,0.4469,0.037,243,0.0628,0.2678,0.3389,0.0669,0.113,0.1506,15.5,34.5,7,21.06290323,3.041935484,0
2009,8,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,9,1,6,4,0,2,0,2,0,6,0,0,0,4,4,0,0,0.0142,6,,,,,,,,,,19,28.2,2.5,17.025,1.415555556,0
2009,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,9,3,6,3,0,3,0,0,0,6,3,0,0,3,0,0,0,0.01,9,,,,,,,,,,19,28.2,2.5,17.025,1.415555556,0
2009,9,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,9,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,9,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,9,6,2,2,0,0,0,0,0,2,0,0,0,2,2,0,0,0.0044,6,,,,,,,,,,19,28.2,2.5,17.025,1.415555556,0
2009,9,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,9,7,2,2,0,0,0,2,0,2,0,0,2,2,0,2,0,,0,,,,,,,,,,19,28.2,2.5,17.025,1.415555556,0
2009,9,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,9,8,5,3,0,2,0,3,0,5,0,0,3,3,0,0,2,,0,,,,,,,,,,19,28.2,2.5,17.025,1.415555556,0
2009,9,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,9,9,4,0,0,4,0,0,0,4,0,4,0,0,0,0,0,,0,,,,,,,,,,19,28.2,2.5,17.025,1.415555556,0
2009,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,9,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,9,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,9,12,2,0,0,2,0,0,2,2,0,0,0,0,0,0,0,,0,,,,,,,,,,19,28.2,2.5,17.025,1.415555556,0
2009,9,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,9,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,9,14,3,0,0,3,0,3,0,3,0,0,0,0,0,0,0,,0,,,,,,,,,,19,28.2,2.5,17.025,1.415555556,0
2009,9,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,9,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,9,16,2,0,0,2,0,2,0,2,0,0,0,0,0,0,0,,0,,,,,,,,,,19,28.2,2.5,17.025,1.415555556,0
2009,9,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,9,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,9,18,5,3,0,2,0,0,2,5,0,0,3,3,0,3,0,,0,,,,,,,,,,19,28.2,2.5,17.025,1.415555556,0
2009,9,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,9,19,4,4,0,0,0,0,0,4,0,0,4,4,0,4,0,,0,,,,,,,,,,19,28.2,2.5,17.025,1.415555556,0
2009,9,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,9,20,8,3,0,5,0,0,5,8,3,0,0,3,0,0,0,0.0116,6,,,,,,,,,,19,28.2,2.5,17.025,1.415555556,0
2009,9,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,9,21,6,0,0,6,0,0,0,6,0,0,0,6,0,0,0,,0,,,,,,,,,,19,28.2,2.5,17.025,1.415555556,0
2009,9,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,9,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,9,23,7,3,0,4,0,7,0,7,0,0,0,3,0,0,4,,0,,,,,,,,,,19,28.2,2.5,17.025,1.415555556,0
2009,9,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,9,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,9,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,9,26,2,2,0,0,0,2,0,2,0,0,0,0,0,0,0,,0,,,,,,,,,,19,28.2,2.5,17.025,1.415555556,0
2009,9,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,9,27,10,6,0,4,0,6,2,10,2,0,2,2,0,0,0,0.0097,6,,,,,,,,,,19,28.2,2.5,17.025,1.415555556,0
2009,9,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,9,28,6,0,0,6,0,0,0,6,3,0,0,0,0,0,0,,0,,,,,,,,,,19,28.2,2.5,17.025,1.415555556,0
2009,9,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,9,29,3,0,0,3,0,0,0,3,0,0,3,3,0,0,0,,0,,,,,,,,,,19,28.2,2.5,17.025,1.415555556,0
2009,9,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,9,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,9,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,9,32,7,2,0,5,0,5,0,7,2,0,2,5,0,0,0,,0,,,,,,,,,,19,28.2,2.5,17.025,1.415555556,0
2009,9,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,9,33,2,2,0,0,0,2,0,2,0,0,0,2,0,0,0,,0,,,,,,,,,,19,28.2,2.5,17.025,1.415555556,0
2009,9,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,9,34,2,0,0,2,0,0,0,2,2,0,2,2,0,0,0,,0,,,,,,,,,,19,28.2,2.5,17.025,1.415555556,0
2009,9,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,9,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,9,36,5,5,0,0,0,2,3,5,0,0,0,0,0,0,0,,0,,,,,,,,,,19,28.2,2.5,17.025,1.415555556,0
2009,9,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,9,37,4,2,0,2,0,2,0,4,0,0,0,2,0,0,0,,0,,,,,,,,,,19,28.2,2.5,17.025,1.415555556,0
2009,9,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,9,38,5,0,0,5,0,5,0,5,0,0,0,0,0,0,0,,0,,,,,,,,,,19,28.2,2.5,17.025,1.415555556,0
2009,9,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,9,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,9,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,9,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,9,42,7,5,0,2,0,0,0,7,2,0,5,7,0,0,0,,0,,,,,,,,,,19,28.2,2.5,17.025,1.415555556,0
2009,9,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,9,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,9,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,10,1,4,2,0,2,0,2,0,4,0,0,2,4,0,0,0,,0,,,,,,,,,,18,17.5,-4,8.725,2.572043011,0
2009,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,10,2,4,0,0,4,0,4,0,4,0,0,0,4,0,0,0,,0,,,,,,,,,,18,17.5,-4,8.725,2.572043011,0
2009,10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,10,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,10,4,3,3,0,0,0,0,0,3,0,3,3,3,0,0,0,,0,,,,,,,,,,18,17.5,-4,8.725,2.572043011,0
2009,10,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,10,5,2,0,0,2,0,0,0,2,0,0,0,0,0,0,0,,0,,,,,,,,,,18,17.5,-4,8.725,2.572043011,0
2009,10,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,10,6,2,0,0,2,0,2,0,2,0,0,0,2,0,0,0,,0,,,,,,,,,,18,17.5,-4,8.725,2.572043011,0
2009,10,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,10,7,3,0,0,3,0,3,0,3,0,0,0,0,0,0,0,,0,,,,,,,,,,18,17.5,-4,8.725,2.572043011,0
2009,10,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,10,8,10,6,0,4,0,0,0,10,0,0,6,10,4,6,0,,0,0.598,0.0547,13276,0.0253,0.1527,0.2087,0.0744,0.2187,0.3202,18,17.5,-4,8.725,2.572043011,0
2009,10,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,10,9,6,0,0,6,0,0,0,6,0,0,0,6,0,0,0,,0,,,,,,,,,,18,17.5,-4,8.725,2.572043011,0
2009,10,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,10,10,2,0,0,2,0,2,0,2,0,0,0,0,0,0,0,,0,,,,,,,,,,18,17.5,-4,8.725,2.572043011,0
2009,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,10,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,10,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,10,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,10,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,10,15,5,2,0,3,0,2,0,5,0,0,0,0,0,0,0,0.0368,87,,,,,,,,,,18,17.5,-4,8.725,2.572043011,0
2009,10,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,10,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,10,17,11,9,0,0,2,2,0,11,0,0,0,9,0,0,0,,0,,,,,,,,,,18,17.5,-4,8.725,2.572043011,0
2009,10,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,10,18,3,0,0,3,0,0,0,3,0,0,0,0,0,0,0,,0,,,,,,,,,,18,17.5,-4,8.725,2.572043011,0
2009,10,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,10,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,10,20,18,11,0,7,0,10,0,18,0,0,5,13,4,5,0,,0,,,,,,,,,,18,17.5,-4,8.725,2.572043011,0
2009,10,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,10,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,10,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,10,23,3,0,0,3,0,3,0,3,0,0,0,0,0,0,0,0.0093,9,,,,,,,,,,18,17.5,-4,8.725,2.572043011,0
2009,10,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,10,24,2,0,0,2,0,2,0,2,0,0,0,2,0,0,0,,0,,,,,,,,,,18,17.5,-4,8.725,2.572043011,0
2009,10,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,10,25,5,5,0,0,0,0,0,5,0,0,5,5,0,0,0,0.0058,15,,,,,,,,,,18,17.5,-4,8.725,2.572043011,0
2009,10,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,10,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,10,27,6,2,0,4,0,4,2,6,0,0,0,2,0,0,0,,0,,,,,,,,,,18,17.5,-4,8.725,2.572043011,0
2009,10,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,10,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,10,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,10,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,10,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,10,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,10,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,10,34,4,0,0,4,0,0,0,4,0,0,0,4,0,0,0,,0,,,,,,,,,,18,17.5,-4,8.725,2.572043011,0
2009,10,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,10,35,4,4,0,0,0,4,0,4,0,0,0,0,0,0,0,,0,,,,,,,,,,18,17.5,-4,8.725,2.572043011,0
2009,10,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,10,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,10,37,11,6,4,1,0,0,0,11,0,0,0,6,0,0,0,0.0819,180,,,,,,,,,,18,17.5,-4,8.725,2.572043011,0
2009,10,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,10,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,10,39,3,0,0,3,0,0,0,3,0,0,0,0,0,0,0,,0,,,,,,,,,,18,17.5,-4,8.725,2.572043011,0
2009,10,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,10,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,10,41,2,0,0,0,2,2,0,2,0,0,0,2,0,0,0,,0,,,,,,,,,,18,17.5,-4,8.725,2.572043011,0
2009,10,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,10,42,2,2,0,0,0,2,0,2,0,0,0,0,0,0,0,,0,,,,,,,,,,18,17.5,-4,8.725,2.572043011,0
2009,10,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,10,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,10,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,11,1,13,4,0,9,0,4,0,13,0,0,0,2,0,0,0,,0,,,,,,,,,,17.5,19.5,-4,6.348333333,1.228888889,0.004444444
2009,11,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,11,2,2,2,0,0,0,0,0,2,0,0,2,2,2,0,2,,0,,,,,,,,,,17.5,19.5,-4,6.348333333,1.228888889,0.004444444
2009,11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,11,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,11,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,11,5,2,2,0,0,0,2,0,2,0,0,0,2,0,0,0,,0,,,,,,,,,,17.5,19.5,-4,6.348333333,1.228888889,0.004444444
2009,11,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,11,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,11,7,2,0,0,2,0,2,0,2,0,0,0,2,0,0,0,,0,,,,,,,,,,17.5,19.5,-4,6.348333333,1.228888889,0.004444444
2009,11,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,11,8,4,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0.1757,208,,,,,,,,,,17.5,19.5,-4,6.348333333,1.228888889,0.004444444
2009,11,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,11,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,11,10,3,0,0,3,0,3,0,3,0,0,0,0,0,0,0,,0,,,,,,,,,,17.5,19.5,-4,6.348333333,1.228888889,0.004444444
2009,11,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,11,12,2,0,0,2,0,2,0,2,0,0,0,0,0,0,0,0.0276,6,,,,,,,,,,17.5,19.5,-4,6.348333333,1.228888889,0.004444444
2009,11,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,11,13,3,3,0,0,0,0,0,3,0,0,0,3,0,0,0,,0,,,,,,,,,,17.5,19.5,-4,6.348333333,1.228888889,0.004444444
2009,11,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,11,14,3,0,0,3,0,0,3,3,0,0,0,3,0,0,0,,0,,,,,,,,,,17.5,19.5,-4,6.348333333,1.228888889,0.004444444
2009,11,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,11,15,4,2,0,2,0,4,0,4,0,0,0,2,0,0,0,,0,,,,,,,,,,17.5,19.5,-4,6.348333333,1.228888889,0.004444444
2009,11,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,11,16,2,0,0,0,2,2,0,2,0,0,0,0,0,0,0,,0,,,,,,,,,,17.5,19.5,-4,6.348333333,1.228888889,0.004444444
2009,11,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,11,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,11,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
